Average Accuracy,40.91
Sentence Index,Original Sentence,Estimated Sentence,Accuracy (%)
1990,LIMITED WARRANTY DISCLAIMER OF DAMAGES Except for the Right of Replacement or Refund described in paragraph 1F3 the Project Gutenberg Literary Archive Foundation the owner of the Project Gutenbergtm trademark and any other party distributing a Project Gutenbergtm electronic work under this agreement disclaim all liability to you for damages costs and expenses including legal fees,UNK I UNK D I UNK UNK Exhaustion for the Rise of Reuss or Remember deviating in part 1 UNK this Presently UNK Like Are For the own of the Providence UNK UNK UNK tremendous and any other pattered dismally a Prometheus UNK uttered UNK elements woe understand them agitation discovered also listless to you for dagger courage and extinguish in less features,1.7857142857142856
1991,YOU AGREE THAT YOU HAVE NO REMEDIES FOR NEGLIGENCE STRICT LIABILITY BREACH OF WARRANTY OR BREACH OF CONTRACT EXCEPT THOSE PROVIDED IN PARAGRAPH 1F3,YOU A UNK UNK UNK UNK UNK I UNK O UNK UNK UNK UNK UNK UNK UNK I UNK A 1 UNK,4.166666666666666
1992,YOU AGREE THAT THE FOUNDATION THE TRADEMARK OWNER AND ANY DISTRIBUTOR UNDER THIS AGREEMENT WILL NOT BE LIABLE TO YOU FOR ACTUAL DIRECT INDIRECT CONSEQUENTIAL PUNITIVE OR INCIDENTAL DAMAGES EVEN IF YOU GIVE NOTICE OF THE POSSIBILITY OF SUCH DAMAGE,YOU A UNK UNK UNK UNK UNK UNK I UNK UNK UNK I UNK UNK UNK I TO UNK UNK I I UNK UNK UNK I UNK A UNK I UNK UNK I UNK UNK UNK UNK UNK,2.5
1993,1F3,1 UNK,0.0
1994,LIMITED RIGHT OF REPLACEMENT OR REFUND If you discover a defect in this electronic work within 90 days of receiving it you can receive a refund of the money if any you paid for it by sending a written explanation to the person you received the work from,UNK I R I UNK R UNK UNK UNK If you disclose a death in this element woman with UNK days of receiving it you can remove a resolution of the most if any your pay for it by several a wretch exhibited towards that perhaps your rescued the women free,0.0
1995,If you received the work on a physical medium you must return the medium with your written explanation,If you remember the words on a philosophy me you must reserve threw mechanism with you write exclaim,44.44444444444444
1996,The person or entity that provided you with the defective work may elect to provide a replacement copy in lieu of a refund,The person or entering the preceding you with this death would may elapsed to prevent a repulsive consumed in light of a reply,47.82608695652174
1997,If you received the work electronically the person or entity providing it to you may choose to give you a second opportunity to receive the work electronically in lieu of a refund,If you remember the would elevated that peeped or enjoyment presents itself to you may chance to give you a semblance opposite to reflect the would elevated in light of a reply,50.0
1998,If the second copy is also defective you may demand a refund in writing without further opportunities to fix the problem,If the settled conviction is almost dear you may deduce a relation in wretchedness with fury opposite to find that professors,38.095238095238095
1999,1F4,1 UNK,0.0
2000,Except for the limited right of replacement or refund set forth in paragraph 1F3 this work is provided to you ASIS WITH NO OTHER WARRANTIES OF ANY KIND EXPRESS OR IMPLIED INCLUDING BUT NOT LIMITED TO WARRANTIES OF MERCHANTABILITY OR FITNESS FOR ANY PURPOSE,Exhaustion for the light river of reflection or retire sea for in part 1 UNK the words is presented to you UNK I UNK I UNK UNK UNK UNK I UNK UNK I UNK UNK UNK UNK I TO UNK UNK ME O UNK I UNK A UNK UNK,11.363636363636363
2001,1F5,1 UNK,0.0
2002,Some states do not allow disclaimers of certain implied warranties or the exclusion or limitation of certain types of damages,Sometimes strange do not also disconcerted of certainty immediate warmth or the execution or little of certainty tyranny of day,40.0
